NUMBERS;NAME;GROUP;DESCRIPTION;STATUS
E558;Bentonite;anti-caking agent;Bentonite is an absorbent hydrated aluminum silicate, mainly made of montmorillonite and clay, which makes it a water retainer. The deposits of bentonite are of volcanic and hydrothermal origin. The main raw materials used in the industrial production of bentonite are bentonite ore, sulfuric acid and calcium oxide. No side effects have been found. It is used in the manufacture of lubricating greases, flavorings and as a wine clarifier. It is also used in animal feed to eliminate toxins.;Halal
E559;Aluminium silicate (Kaolin);anti-caking agent;E559 comes from deposits derived from the local alteration of granitic rocks (feldspar). They are white clays composed mainly of aluminum silicates. In food, this additive is often used in bakeries and pastry shops. But it is also used for beauty treatments such as exfoliating and bleaching the skin. No side effects have been found. But there are reports that say it is better to avoid it because of the aluminum (E173) it contains.;Halal
E560;Potassium silicate;anti-caking agent;Potassium salt of silicic acid, produced by supercooled fusion of potassium carbonate (E501) and pure silica sand (E551). Not much is known about the toxicity of this additive, as it is not fully studied. Besides using it in food, it is also used for cosmetics, anticorrosion, detergent manufacturing, glass, ceramics, welding rods, adhesives, cements, paints and others.;Halal
E561;Vermiculite;acidity regulator, anti-caking agent;Hydrous phyllosilicate mineral, formed by weathering or hydrothermal alteration of biotite or phlogopite.;Halal
E562;Sepiolite;acidity regulator, anti-caking agent;Soft white clay mineral;Halal
E563;Sepiolitic clay;acidity regulator, anti-caking agent;Made from clay.;Halal
E570;Fatty acids;anti-caking agent;Potassium salt of silicic acid, produced by supercooled fusion of potassium carbonate (E501) and pure silica sand (E551). Not much is known about the toxicity of this additive, as it is not fully studied. Besides using it in food, it is also used for cosmetics, anticorrosion, detergent manufacturing, glass, ceramics, welding rods, adhesives, cements, paints and others.;Doubtful, should be certified
E572;Magnesium stearate, calcium stearate (emulsifier);anti-caking agent;Magnesium stearate is a salt synthesized from stearic acid, a saturated fatty acid of animal or vegetable origin and a bond with magnesium. It also contains magnesium palmitate. Cottonseed oil and palm oil are the crude vegetable fats most commonly reported in the manufacture of magnesium stearate. The use of animal, porcine and or bovine fats, however, are not excluded. Only the producer can provide this information. Few information. It is considered harmless, unless the powder is inhaled. The origin of this additive can be of animal origin (pig or others), in this case it is Haram. But sometimes its origin is vegetable, in this case it is Halal. For this reason it is Mushbooh.;Doubtful, should be certified
E574;Gluconic acid;acidity regulator;Gluconic acid and gluconate salts and esters come from the oxidation of glucose, they exist in abundance in nature: plants, fruits and other foods such as rice, meat, dairy products, honey and vinegar. Commercially it is possible to manufacture it in the transformation of glucose into gluconic acid. It is widely used in the cleaning of glass bottles before filling the drink or food. It is also used in cosmetics and pharmaceuticals. No side effects have been found.;Doubtful, should be certified
E575;Glucono delta-lactone (acidity regulator);"acidity regulator,
raising agent,
sequestrant";It is acquired from gluconic acid derivatives (E574). Gluconic acid comes from the oxidation of glucose, they exist in abundance in nature: plants, fruits and other foods such as rice, meat, dairy products, honey and vinegar. Commercially it is possible its manufacture via the transformation of glucose into gluconic acid. The glucono-delta-lactone can be obtained by subjecting the gluconic acid to evaporation.    No side effects have been found.;Doubtful, should be certified
E576;Sodium gluconate;"sequestrant,
stabilizer,
thickener";It is acquired from gluconic acid derivatives (E574). Gluconic acid comes from the oxidation of glucose, they exist in abundance in nature: plants, fruits and other foods such as rice, meat, dairy products, honey and vinegar. Commercially it is possible its manufacture via the transformation of glucose into gluconic acid. For the manufacture of sodium gluconate are: sodium hydroxide, sodium carbonate, glucose, calcium gluconate and gluconic acid.    No side effects have been found.;Doubtful, should be certified
E577;Potassium gluconate;"acidity regulator,
sequestrant";It is acquired from gluconic acid derivatives (E574). Gluconic acid comes from the oxidation of glucose, they exist in abundance in nature: plants, fruits and other foods such as rice, meat, dairy products, honey and vinegar. Commercially it is possible its manufacture via the transformation of glucose into gluconic acid. No side effects have been found.;Doubtful, should be certified
E578;Calcium gluconate;"acidity regulator,
firming agent,
sequestrant";It is acquired from gluconic acid derivatives (E574). Gluconic acid comes from the oxidation of glucose, they exist in abundance in nature: plants, fruits and other foods such as rice, meat, dairy products, honey and vinegar. Commercially it is possible its manufacture via the transformation of glucose into gluconic acid. No side effects have been found.;Doubtful, should be certified
E579;Ferrous gluconate;"colour retention
agent";It is acquired from gluconic acid derivatives (E574). Gluconic acid comes from the oxidation of glucose, they exist in abundance in nature: plants, fruits and other foods such as rice, meat, dairy products, honey and vinegar. It is commercially possible to manufacture it via the conversion of glucose into gluconic acid. No side effects have been found.;Doubtful, should be certified
E580;Magnesium gluconate;Acidity regulator, anti-caking agent ;E580 is the magnesium salt of gluconic acid, which is a naturally occurring compound that is found in fruit, honey, tea, and wine. It can also be produced by the fermentation of glucose with certain moulds.;Doubtful, should be certified
E585;Ferrous lactate;food colouring;Lactates are the salts of lactic acid. Iron lactate is produced by the interaction of calcium lactate with ferrous sulfate, or by the direct action of lactic acid on iron deposits. Although it is often reported that iron lactate poses no danger, even though the pure substance is toxic and derived from lactic acid, possibly transgenic. This additive is very used for black olives to maintain its dark color, to avoid that greenish color.;Halal
E586;4-Hexylresorcinol;antioxidant;Hexylresorcinol can be prepared by reacting caproic acid and resorcinol in the presence of a catalyst. It is a little documented and doubtful additive. It can cause allergies or intolerance reactions in some people. The pure substance is harmful by ingestion, irritating the skin, eyes and respiratory tract. It is also used in pharmaceutical products.;Halal
E598;Synthetic calcium aluminates;Acidity regulator, anti-caking agent;Calcium aluminates are a range of minerals[2] obtained by heating calcium oxide and aluminium oxide together at high temperatures. They are encountered in the manufacture of refractories and cements.;Halal
E599;Perlite;Acidity regulator, anti-caking agent;Perlite is an amorphous volcanic glass that has a relatively high water content, typically formed by the hydration of obsidian. It occurs naturally and has the unusual property of greatly expanding when heated sufficiently.;Halal
